,class,details
292,6130, Satellite telecommunications activities Activity of Internet access by the operator of the satellite infrastructure Other satellite telecommunications activities
293,6190," other telecommunications activities This class includes specialized telecommunications applications, such as satellite tracking, communications telemetry, and radar station operations, operation of satellite terminal station, internet access over networks such as dial-up internet access etc. Other telecommunications activities"
294,6201," Computer programming activities This class excludes: - publishing packaged software, see 5820 - planning and designing computer systems that integrate computer hardware, software and communication technologies, even though providing software might be an integral part, see 6202 Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page designing Web-page designing Providing software support and maintenance to the clients"
295,6202," Computer consultancy and computer facilities management activities This class includes installation of computer system, and train and support the users of the system and providing hardware support including Planning and designing of computer systems that integrate computer hardware, software and communication technologies Computer consultancy and computer facilities management activities"
296,6209," other information technology and computer service activities This class excludes: - computer programming, see 6201 Software installation Computer disaster recovery Other information technology and computer service activities n.e.c"
297,6311," Data processing, hosting and related activities Data processing activities including report writing Web hosting activities Providing general time-share mainframe facilities to clients Providing data entry services Other data processing, hosting and related activities n.e.c."
298,6312," Web portals Operation of web sites that use a search engine to generate and maintain extensive databases of internet addresses and content in an easily searchable format Operation of other websites that act as portals to the Internet, such as media sites providing periodically updated content"
299,6391," news agency activities This class includes news syndicate and news agency activities furnishing news, pictures and features to the media This class excludes: - activities of independent photojournalists, see 7420 - activities of independent journalists, see 9000 News agency activities"
300,6399, other information service activities n.e.c. Telephone based information services Activities of cyber café Other information service activities n.e.c.
301,6411, Central banking This class includes activities of Reserve Bank of India Central banking
302,6419," other monetary intermediation This class excludes: - non-depository institutions granting credit for house purchase, see 6492 - credit card transaction processing and settlement activities, see 6619 Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses Activities of specialized institutions granting credit for house purchases that also take deposits Other monetary intermediation services n.e.c."
303,6420," activities of holding companies This class includes the activities of holding companies, i.e. units that hold the assets (owning controlling-levels of equity) of a group of subsidiary corporations and whose principal activity is owning the group. The holding companies in this class do not provide any other service to the businesses in which the equity is held, i.e. they do not administer or manage other units. Activities of holding companies"
304,6430," Trusts, funds and other financial vehicles This class includes legal entities organized to pool securities or other financial assets, without managing, on behalf of shareholders or beneficiaries. The portfolios are customized to achieve specific investment characteristics, such as diversification, risk, rate of return, and price volatility. These entities earn interest, dividends, and other property income, but have little or no employment and no revenue from the sale of services. Trusts, funds and other financial vehicles"
305,6491, Financial leasing This class includes leasing where the term approximately covers the expected life of the asset and the lessee acquires substantially all the benefits of its use and takes all the risks associated with its ownership. The ownership of the asset may or may not eventually be transferred. Such leases cover all or virtually all costs including interest. Financial leasing
306,6492," other credit granting This class includes financial service activities primarily concerned with making loans by institutions not involved in monetary intermediation (such as venture capital companies, industrial banks, investment clubs), where the granting of credit can take a variety of forms, such as loans, mortgages, credit cards etc. This class excludes: #NAME? deposits, see 6419 - operational leasing, see division 77, according to type of goods leased Other credit granting"
307,6499," Other financial service activities, except insurance and pension funding activities, n.e.c. This class includes other financial service activities primarily concerned with distributing funds other than by making loans (factoring activities, writing of swaps, options and other hedging arrangements, activities of viatical settlement companies) Other financial service activities, except insurance and pension funding activities, n.e.c. exCept CompulSory SoCial SeCurity"
308,6511," life insurance This class includes underwriting annuities and life insurance policies, disability income insurance policies, and accidental death and dismemberment insurance policies (with or without substantial savings element) Life insurance"
309,6512," non-life insurance This class includes provision of insurance services other than life insurance such as  accident and fire insurance, health insurance, travel insurance, property insurance, motor, marine, aviation and transport insurance, pecuniary loss and liability insurance Non-life insurance"
310,6520, reinsurance This class includes the activities of assuming all or part of the risk associated with existing insurance policies originally underwritten by other insurance carriers. Reinsurance
311,6530," pension funding This class includes legal entities (i.e. funds, plans and/or programmes) organized to provide retirement income benefits exclusively for the sponsorâ€™s employees or members. This includes pension plans with defined benefits, as well as individual plans where benefits are simply defined through the memberâ€™s contribution. Pension funding"
312,6611," Administration of financial markets This class includes the operation and supervision of financial markets other than by public authorities, such as commodity contracts exchanges, futures commodity contracts exchanges, securities exchanges, stock exchanges, stock or commodity options exchanges Administration of financial markets"
313,6612," Security and commodity contracts brokerage This class includes dealing in financial markets on behalf of others (e.g. stock broking) and related activities, securities brokerage, commodity contracts brokerage, activities of bureaux de change etc. This class excludes: - dealing in markets on own account, see 6499 Security and commodity contracts brokerage"
314,6619," Activities auxiliary to financial service activities n.e.c. This class includes activities of investment advisors, mortgage advisors and brokers, financial transaction processing and settlement activities, trustee, fiduciary and custody services on a fee or contract basis Activities auxiliary to financial service activities n.e.c."
315,6621," risk and damage evaluation This includes the provision of administration services of insurance, such as assessing and settling insurance claims Risk and damage evaluation"
316,6622," activities of insurance agents and brokers This class includes the activities of insurance agents and brokers (insurance intermediaries) in selling, negotiating or soliciting, of annuities and insurance and reinsurance policies. Activities of insurance agents and brokers"
317,6629, other activities auxiliary to insurance and pension funding This class includes activities involved in or closely related to insurance and pension funding (except claims adjusting and activities of insurance agents) Other activities auxiliary to insurance and pension funding
318,6630, Fund management activities Management of mutual funds Management of pension funds Management of other investment funds
319,6810," real estate activities with own or leased property This class includes buying, selling, renting and operating of self-owned or leased real estate, providing of homes and furnished or unfurnished flats or apartments for more permanent use, typically on a monthly or annual basis, development of building projects for own operation, i.e. for renting of space in these buildings, subdividing real estate into lots, without land improvement, operation of residential mobile home sites This class excludes: - development of building projects for sale, see 4100 - subdividing and improving of land, see 4290 - operation of hotels, rooming houses, camps, trailer camps and other non- residential or short-stay accommodation places, see 5510, 5520 - operation of suite hotels and similar accommodations, see 5510 Real estate activities with own or leased property"
320,6820," real estate activities on a fee or contract basis This class includes the provision of real estate activities on a fee or contract basis including real estate related services such as, activities of real estate agents and brokers, intermediation in buying, selling and renting of real estate on a fee or contract basis, management of real estate on a fee or contract basis, appraisal services for real estate, real estate escrow agents Real estate activities on a fee or contract basis"
321,6910," legal activities This class includes legal representation of one partyâ€™s interest against another party, whether or not before courts or other judicial bodies by, or under supervision of, persons who are members of the bar, other activities of notaries public, civil law notaries, bailiffs, arbitrators, examiners and referees This class excludes: - law court activities, see 8423 Legal activities"
322,6920," accounting, bookkeeping and auditing activities; tax consultancy This class excludes: - data-processing and tabulation activities, see 6311 #NAME? accounting programmes, budgetary control procedures, see 7020 - bill collection, see 8291 Accounting, bookkeeping and auditing activities Tax consultancy"
323,7010, Activities of head offices This class includes the overseeing and managing of other units of the company or enterprise; undertaking the strategic or organizational planning and decision making role of the company or enterprise. Units in this class exercise operational control and manage the day-to-day operations of their related units Activities of head offices
324,7020," management consultancy activities This class includes the provision of advice, guidance and operational assistance to businesses and other organizations on management issues, such as strategic and organizational planning; decision areas that are financial in nature; marketing objectives and policies; human resource policies, practices and planning; production scheduling and control planning Management consultancy activities teChniCal teStinG anD analySiS"
325,7110," architectural and engineering activities and related technical consultancy This class includes architectural consulting activities, machinery, industrial process control and industrial plant design, engineering design andother consulting activities for, geophysical, geologic and seismic surveying, geodetic surveying activities Architectural and engineering activities and related technical consultancy"
326,7120," technical testing and analysis This class includes the performance ofphysical,chemicaland analytical testing of all types of materials and products, certification of products, including consumer goods, motor vehicles, aircraft, pressurizedand containers, nuclear plants etc. periodic road-safety testing of motor vehicles, testing with use of models or mock-ups (e.g. of aircraft, ships, dams etc.),and operation of police laboratories Technical testing and analysis"
327,7210," research and experimental developmenton naturalsciences engineeringand This class includes, research and development on natural sciences, research and development on engineering and technology, research and developmentand on medical sciences, research and development on biotechnology, research and development on agricultural sciences, interdisciplinary research andand development predominantly on natural sciences and engineering Research and experimental developmenton naturalsciences engineering"
328,7220," research and experimental developmenton socialsciences humanities This class includes research and development on social sciences, research and development on humanities, interdisciplinary research and development predominantly on social sciences and humanities This class excludes: - market research, see 7320 Research and experimental development on social sciences and humanities nan"
329,7310," advertising This class includes the provision of a full range of advertising services (i.e. through in-house capabilities or subcontracting), including advice, creative services, production of advertising material, media planning, and buying This class excludes: - publishing of advertising material, see 5819 #NAME? 5911 - public-relations activities, see 7020 - market research, see 7320 - advertising photography, see 7420 - convention and trade show organizers, see 8230 - direct mailing activities (addressing, pre-sorting etc.), see 8299 Advertising"
330,7320," market research and public opinion polling This class includes investigation into market potential,acceptanceand familiarity of products and buying habits of consumers for the purpose of sales promotion and development of new products, including statistical analyses of the results, investigation into collective opinions of the public about political, economic and social issues and statistical analysis thereof Market research and public opinion polling nan"
331,7410," Specialized design activities This class excludes: - architectural and engineering design, see 7110 Fashion design related to textiles, wearing apparel, shoes, jewelry, furniture and other fashion goods as well as other personal or household goods Activities of interior decorators Services of graphic designers Other specialized design activities n.e.c."
332,7420," photographic activities This class excludes: #NAME? industries, see 5911 - cartographic and spatial information activities, see 7110 Commercial and consumer photograph production Photographic film processing Activities of photojournalists Microfilming of documents Other photographic activities"
333,7490," Other professional, scientific and technical activities n.e.c. Business brokerage activities Patent brokerage activities Weather forecasting activities Security consulting Other professional, scientific and technical activities n.e.c."
334,7500, veterinary activities These activities include the provision of animal health care and control activities for farm animals or pet animals. These activities are carried out by qualified veterinarians in veterinary hospitals. It also includes animal ambulance activities Veterinary activities
335,7710," renting and leasing of motor vehicles This class includes renting and operational leasing of passenger cars (without drivers), trucks, utility trailers and recreational vehicles This class excludes: - renting or leasing of vehicles or trucks with driver, see 4922, 4923 - financial leasing, see 6491 Renting and leasing of motor vehicles"
336,7721," renting and leasing of recreational and sports goods This class includes rental of recreational and sports equipment such as pleasure boats, canoes, sailboats, bicycles and other sports equipments Renting and leasing of recreational and sports goods"
337,7722, renting of video tapes and disks Renting of video tapes and disks
338,7729," renting and leasing of other personal and household goods n.e.c. Renting of tent, furniture, pottery and glass, kitchen and tableware, utensils, household electrical and electronic equipments etc. Renting of books, journals and magazines Renting of jewellery, musical instruments, scenery and costumes Renting of textiles, wearing apparel, footwear, sleeping bag, rucksack, household goods Renting of other personal and household goods n.e.c."
339,7730," renting and leasing of other machinery, equipment and tangible goods n.e.c. This class excludes: - renting of agricultural and forestry machinery or equipment with operator, see 0161, 0240 #NAME? operator, see division 43 - renting of water-transport equipment with operator, see division 50 - renting of air-transport equipment with operator, see division 51 - financial leasing, see 6491 - renting of pleasure boats, see 7721constructionandcivil-engineering - renting of bicycles, see 7721 Renting and operational leasing, without operator, of other machinery and equipment that are generally used as capital goods by industries Renting and operational leasing of agricultural and forestry machinery and equipment without operator Renting andoperationalleasingofwater-transportequipmentwithout machinery and equipment without operator Renting and operational leasing of office machinery and equipment without operator Renting and operational leasing of land-transport equipment (other than motor vehicles) without driversand equipmentn.e.c. without Renting andoperationalleasingof operator Renting and operational leasing of air transport equipment without operator Renting of other tangible goods with out operator (includes renting of containers, pallets, animals etc.) Renting andleasing of othermachinery operator"
340,7740," Leasing of nonfinancial intangible assets This class includes the activities of allowing others to use non-financial assets for which a royalty payment or licensing fee is paid to the asset holder. The use of these assets can take various forms, such as permission for reproduction, use in subsequent processes or products, operating businesses under a franchise etc. The current owners may or may not have created those assets. Leasing of nonfinancial intangible assets"
341,7810," activities of employment placement agencies This class includes listing employment vacancies and referring or placing applicants for employment, where the individuals referred or placed are not employees of the employment agencies. This also includes on-line employment placement agencies. Activities of employment placement agencies"
342,7820," temporary employment agency activities This class includes activities of supplying workers to clientsâ€™ businesses forof humanresources limited periods of time to supplement the working force of the client, where the individuals provided are employees of the temporary help service unit.of humanresources However, units classified here do not provide direct supervision of their employees at the clientsâ€™ work sites. Temporary employment agency activities"
343,7830," human resourcesprovisionandmanagement functions This class includes the activities of providing human resources and human resource management services for client businesses. They are specialized in performing a wide range of human resource and personnel management duties. They represent the employer of record for the employees on matters relating to payroll, taxes, and other fiscal and human resource issues, but they are not responsible for direction and supervision of employees. Human resources provision and management of human resources functions reServation ServiCe aCtivitieS"
344,7911," travel agency activities This class includes the activities of agencies, primarily engaged in selling travel, tour, transportation and accommodation services to the general and commercial clients Travel agency activities"
345,7912, tour operator activities This class includes the activities of arranging and assembling tours that are sold through travel agencies or directly by tour operators. This class also includes the activities of tourist guides. Tour operator activities
346,7990," other reservation service and related activities This class includes the activities of marketing and promoting of services for visitors by providing information and assistance to organizations to locate accommodation, convention centres and entertainment venues and other travel-related reservation services (including for transportation, hotels, rest restaurants, car rentals, entertainment and sport). Other reservation service and related activities"
347,8010," private security activities This class includes armored car services, bodyguard services security guard services, polygraph services, finger printing services and other private security services Private security activities"
348,8020," Security systems service activities This class includes monitoring or remote monitoring of electronic security alarm systems, such as burglar and fire alarms, including their maintenance. Installing, repairing, rebuilding, and adjusting mechanical or electronic locking devices and selling of such security systems Security systems service activities"
349,8030, investigation activities This class includes investigation and detective services and the activities of all private investigators Investigation activities
350,8110," Combined facilities support activities This class includes the units that typically provide a combination of services, such as general interior cleaning, maintenance, trash disposal, laundry and related services. They provide operating staff to carry out these support activities. Combined facilities support activities"
351,8121, General cleaning of buildings This class includes the general (non-specialized) cleaning activities of all types of buildings and other business and professional premises and multiunit residential buildings. These activities are mostly interior cleaning although they may include the cleaning of associated exterior areas such as windows or passageways. General cleaning of buildings
352,8129," other building and industrial cleaning activities Cleaning of trains buses, planes etc. Cleaning of industrial machinery Other building and industrial cleaning activities"
353,8130," landscape care and maintenance service activities This class includes planting, care and maintenance of parks, gardens and greenery Landscape care and maintenance service activities nan other buSineSS Support aCtivitieS"
354,8211," Combined office administrative service activities This class includes the provision of a combination of day to day office administrative services, such as reception, financial planning, billing and record keeping, personnel and mail services etc. for others on a contract or fee basis Combined office administrative service activities"
355,8219," Photocopying, document preparation and other specialized office support activities This class excludes: - printing of documents (offset printing, quick printing etc.), see 1811 - specialized stenotype services such as court reporting, see 8299 - public stenography services, see 8299 Photocopying, duplicating and bluprinting services Document preparation, typing, word processing and desktop publishing sevices Other specialised office support services activities"
356,8220, activities of call centres Activities of call centres
357,8230," organization of conventions and trade shows This class includes the organization, promotion and/or management of events, such as business and trade shows, conventions, conferences and meetings, whether or not including the management and provision of the staff to operate the facilities in which these events take place. Organization of conventions and trade shows"
358,8291," activities of collection agencies and credit bureaus This class includes the collection of payments for claims and remittance of payments collected to the clients, such as bill or debt collection services. This class also includes the activities of compiling information, such as credit and employment histories on individuals and credit histories on businesses, and providing the information to financial institutions, retailers, and others who have a need to evaluate the creditworthiness of these persons and businesses. Activities of collection agencies and credit bureaus"
359,8292," packaging activities This class includes packaging activities on a fee or contract basis, whether or not these involve an automated process This class excludes: - manufacture of soft drinks and production of mineral water, see 1104 - packaging activities incidental to transport, see 5229 Packaging activities"
360,8299, other business support service activities n.e.c. Other business support service activities n.e.c. nan nan
361,8411," General public administration activities This class excludes: - operation of government owned or occupied buildings, see 6810, 6820 - administration of R&D policies intended to increase personal well-being and of associated funds, see 8412 - administration of R&D policies intended to improve economic performance and competitiveness, see 8413 - administration of defence-related R&D policies and of associated funds, see 8422 - operation of government archives, see 9101 General public service activities relating to executive General public service activities relating to legislation General public service activities n.e.c."
362,8412," regulation of the activities of providing health care, education, cultural services and other social services, excluding social security This class excludes: - sewage, refuse disposal and remediation activities, see divisions 37, 38, 39 - compulsory social security activities, see 8430 - education activities, see division 85 - human health-related activities, see division 86 - activities of libraries and public archives, see 9101 - operation of museums and other cultural institutions, see 9102 - sporting or other recreational activities, see division 93 Regulatory agencies relating to health Regulatory agencies relating to education Regulatory agencies relating to other social services n.e.c. excluding social security"
363,8413," Regulation of and contribution to more efficient operation of businesses This class includes public administration and regulation, including subsidy allocation, for different economic sectors such as agriculture, land use, infrastructure, transport, communication, wholesale and retail trade etc. Administration of R & D policies & associated funds to improve economic performance; administration of general labour affairs are also included here Regulation of and contribution to more efficient operation of businesses"
364,8421," Foreign affairs This class includes administration and operation of the ministry of foreign affairs and diplomatic and consular missions stationed abroad; administration, operation and support for information and cultural services intended for distribution beyond national boundaries and management of economic aid supply to other countries Foreign affairs"
365,8422," Defence activities This class includes administration, supervision and operation of military defence affairs and land, sea, air and space defence forces; administration, operation and support of civil defence forces; support for the working out of contingency plans and the carrying out of exercises in which civilian institutions and populations are involved; administration of defence-related R&D policies and related funds Defence activities"
366,8423," public order and safety activities This class includes administration and operation of regular and auxiliary police forces; firefighting and fire prevention; administration and operation of administrative civil and criminal law courts, military tribunals and the judicial system, including legal representation and advice on behalf of the government or when provided by the government; prison administration and provision of correctional services, including rehabilitation services; provision of supplies for domestic emergency use in case of peacetime disasters Public order and safety activities"
367,8430, Compulsory social security activities This class includes funding and administration of government-provided social security programmes Compulsory social security activities
368,8510, primary education Pre-primary education (education preceding the first level) Primary education (education at the first level) Provision of literacy programmes for adults at primary level Special education for handicapped students at primary lavel Other primary education activities n.e.c.
369,8521," General secondary education This class also includes Senior/Higher secondary education General school education in the first stage of the secondary level (up to X th standard) without any special subject pre-requisite General school education in the second stage of the secondary level (Senior/ Higher secondary) giving, in principle, access to higher education Special education for handicapped students at first stage or second stage of secondary level"
370,8522, technical and vocational secondary education This class includes programmes that emphasize subject-matter specialization and instruction in both theoretical background and practical skills generally associated with present or prospective employment Technical and vocational education below the level of higher education except for handicapped Technical and vocational education for handicapped students below the level of higher education Professional motor driving school
371,8530," higher education Higher education in science, commerce, humanity and fine arts leading to a university degree or equivalent Higher education in engineering / other technical courses leading to a university degree or equivalent Higher education in medical/bio-technology and related courses leading to a university degree or equivalent Higher education in management courses leading to a degree or equivalent Higher education in law leading to a degree or equivalent Higher education in other professional/ vocational courses leading to a degree or equivalent Higher education not leading to a degree or equivalent"
372,8541," Sports and recreation education This class includes the provision of instruction in athletic activities such as baseball, basketball, cricket, football, gymnastics, swimming etc. Sports and recreation education"
373,8542," Cultural education This includes instruction in the arts, drama and music. Units giving this type of instructions might be named â€œschoolsâ€�, â€œstudiosâ€�, â€œclassesâ€� etc. They provide formally organized instruction, mainly for hobby, recreational or self- development purposes, but such instruction does not lead to a professional diploma, baccalaureate or graduate degree. Cultural education"
374,8549," other education n.e.c. This class includes the offering or providing of instruction and specialized training, generally for adults and not comparable to the general education in groups 851-853 This class excludes: - adult literacy programmes see 8510 - general secondary education, see 8521 - driving schools for occupational drivers, see 8522 - higher education, see 8530 Academic tutoring services Professional examination review courses Flying school Motor driving school (non-professional) Other educational services n.e.c."
375,8550," educational support services This class includes the provision of non-instructional services that support educational processes or systems such as educational consulting, guidance counseling services, testing evaluation services etc. Educational support services nan nan"
376,8610," hospital activities This class includes the activities of general and specialized hospitals, sanatoria, asylums, rehabilitation centres, dental centres and other health institutions that have accommodation facilities, including military base and prison hospitals Hospital activities"
377,8620," medical and dental practice activities This class includes activities that can be carried out in private practice, group practices and in hospital outpatient clinics, and in clinics such as those attached to firms, schools, homes for the aged, labour organizations and fraternal organizations, as well as in patientsâ€™ homes Medical practice activities Dental practice activities"
378,8690," other human health activities Activities of Ayurveda practitioners Activities of Unani practitionersn.e.c.(includingindependentambulance Activities of homeopaths Activities of nurses, masseures, physiotherapists or other para-medical practitioners Activities of independent diagnostic/pathological laboratories Activities of independent blood banks Other humanhealthactivities activities)"
379,8710," nursing care facilities This class includes homes for the elderly with nursing care, convalescent homes, rest homes with nursing care, nursing care facilitiesofresidentialcare (but notlicensed Nursing care facilities"
380,8720," residential care activities for mental retardation, mental health and substance abuse This classincludestheprovision hospital care) to people with mental retardation, mental illness, or substance abuse problems. Facilities provide room, board, protective supervision and counseling and some health care. It also includes provision of residential care and treatment for patients with mental health and substance abuse illnesses. This class excludes: #NAME?facilities,continuingcareretirement shelters, see 8790 Residential care activities for mental retardation, mental health and substance abuse"
381,8730," residential care activities for the elderly and disabled This classincludesassisted-living communities, homes for the elderly with minimal nursing care, rest homes without nursing care Residential care activities for the elderly and disabled"
382,8790," other residential care activities n.e.c. This class includes activities provided on a round-the-clock basis directed to provide social assistance to children and special categories of persons with some limits on ability for self-care, but where medical treatment or education are not important elements such as orphanages, childrenâ€™s boarding homes and hostels, temporary homeless shelters, institutions that take care of unmarried mothers and their children. The activities may be carried out by government offices or private organizations. This class excludes: #NAME? 8430 - nursing care facilities, see 8710 - residential care activities for the elderly or disabled, see 8730 - adoption activities, see 8890 - short-term shelter activities for disaster victims, see 8890 Other residential care activities n.e.c."
383,8810," Social work activities without accommodation for the elderly and disabled This class includes social, counseling, welfare, referral and similar services which are aimed at the elderly and disabled in their homes or elsewhere and carried out by government offices or by private organizations, national or local self-help organizations and by specialists providing counseling services Social work activities without accommodation for the elderly and disabled"
384,8890," other social work activities without accommodation n.e.c. This class includes social counselling, welfare, refugee, referral and similar services which are delivered to individuals and families in their homes or elsewhere and carried out by government offices or by private organizations, disaster relief organizations and national or local self-help organizations and by specialists providing counselling services such as child day-care activities, community and neighbourhood activities, charitable activities like fund-raising or other supporting activities aimed at social work Other social work activities without accommodation n.e.c."
385,9000," Dramatic arts, music and other arts activities Stage production and related activities Operation of concert and theatre halls and other arts facilities Activities of sculptors, painters, cartoonists, engravers, etchers etc. Activities of individual writers, for all subjects including fictional writing, technical writing etc. Activities of independent journalists Activities of restoring of works of art such as paintings etc. Other creative arts and and entertainment activities"
386,9101," library and archives activities This class includes documentation and information activities of libraries of all kinds, reading, listening and viewing rooms, public archives providing service to the general public or to a special clientele, such as students, scientists, staff, members as well as operation of government archive Library and archives activities"
387,9102," museums activities and operation of historical sites and buildings This class includes operation of museums of all kinds and operation of historical sites and buildings This class excludes: #NAME? - restoration of works of art and museum collection objects, see 9000 - activities of libraries and archives, see 9101 Museums activities and operation of historical sites and buildings"
388,9103," botanical and zoological gardens and nature reserves activities This class includes operation of botanical and zoological gardens, including children’s zoos, operation of nature reserves including wildlife preservation, etc. This class excludes: - landscape and gardening services, see 8130 - operation of sport fishing and hunting preserves, see 9319 Botanical and zoological gardens and nature reserves activities"
389,9200," Gambling and betting activities This class includes bookmaking and other betting operations, off-track betting, operation of casinos, including “floating casinos”, sale of lottery tickets, operation (exploitation) of coin-operated gambling machines, operation of virtual gambling web sites This class excludes: - operation (exploitation) of coin-operated games, see 9329 Wholesale of lottery tickets Retail sale of lottery tickets"
390,9311, operation of sports facilities This class includes organization and operation of outdoor or indoor sports events for professionals or amateurs by organizations with own facilities Operation of sports facilities
391,9312," activities of sports clubs This class includes the activities of sports clubs, which, whether professional, semi-professional or amateur clubs, give their members the opportunity to engage in sporting activities. Activities of sports clubs"
392,9319," other sports activities This class includes activities of producers or promoters of sports events, with or without facilities, activities of individual own-account sportsmen and athletes, referees, judges, timekeepers etc. activities of sports leagues and regulating bodies, activities related to promotion of sporting events, activities of racing stables, kennels and garages, operation of sport fishing, support activities for sport or recreational fishing Other sports activities"
393,9321, activities of amusement parks and theme parks Activities of amusement parks and theme parks
394,9329, other amusement and recreation activities n.e.c. Other amusement and recreation activities n.e.c.
395,9411," activities of business and employers membership organizations This class includes activities of chambers of commerce, guilds and similar organisations, federations of such organisations Activities of business and employers membership organisations"
396,9412," activities of professional membership organizations This class includes the activities of associations of writers, painters, lawyers, doctors, journalists and other similar organisations Activities of professional membership organizations"
397,9420," activities of trade unions This class includes promoting of the interests of organized labor and union employees, activities of associations whose members are employees interested chiefly in the representation of their views concerning the salary and work situation, and in concerted action through organization Activities of trade unions"
398,9491," activities of religious organizations This class includes activities of religious organizations or individuals providing services directly to worshippers in churches, mosques, temples, synagogues or other places, activities of organizations furnishing monastery and convent services, religious retreat activities Activities of religious organizations activities of political organizations Activities of political organizations"
399,9499, activities of other membership organizations n.e.c. Activities of other membership organizations n.e.c.
400,9511," repair of computers and peripheral equipment Repair and maintenance of computer and peripheral equipment Repair and maintenance of automated terminals like automatic teller machines, point-of-sale (POS) terminals, not mechanically operated"
401,9512," repair of communication equipment This class includes repair and maintenance of cordless telephones, cellular phones, fax machines, commercial TV and video cameras etc. Repair of communication equipment"
402,9521," repair of consumer electronics This class includes repair and maintenance of television, radio receivers, VCR, CD players, household-type video cameras etc. Repair of consumer electronics"
403,9522," repair of household appliances and home and garden equipment Repair and servicing of household appliances ( refrigerators, stoves, washing machines, clothes dryers, room air conditioners, etc. ) Repair and servicing of home and garden equipment such lawn mowerrs, edgers, trimmers etc."
404,9523, repair of footwear and leather goods Repair of footwear and leather goods
405,9524, repair of furniture and home furnishings Repair of furniture and home furnishings
406,9529," repair of personal and household goods, n.e.c. Repair of bicycles Repair and alteration of clothing Repair and alteration of jewellery Repair of watches, clocks and their parts Repair of musical instruments Repair of other personal and household goods n.e.c."
407,9601, Washing and (dry-) cleaning of textile and fur products This class includes laundry collection and delivery; repair and minor alteration of garments when done in connection in cleaning Washing and (dry-) cleaning of textile and fur products
408,9602," hairdressing and other beauty treatment This class includes hair washing, trimming and cutting, setting, dyeing, tinting, waving, straightening and similar activities for men and women, shaving and beard trimming, facial massage, manicure and pedicure, make- up etc. Hairdressing and other beauty treatment"
409,9603," Funeral and related activities This class includes burial and incineration of human or animal corpses and related activities, maintenance of graves and mausoleums Funeral and related activities"
410,9609," other personal service activities n.e.c. Social activities such as escort services, marriage bureaus Pet care services such as boarding, grooming and training pets etc. Shoe shiners, porters, valet car parkers etc. Coin-operated personal service machines such as photo booths, weighing machines, blood pressure checking machines etc. Activities of sauna and steam baths, massage salons etc. Astrological and spiritualistsâ€™ activities Activities of aaya, dhai, governess, baby sitter etc. General household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc. GOODS AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE"
411,9700," activities of households as employers of domestic personnel This class includes activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personnel employed to state the activity of their employer in censuses or studies, even though the employer employer in censuses or studies, even though the employer is an individual. The product produced by this activity is consumed by the employing household. Activities of households as employers of domestic personnel oF private houSeholDS For oWn uSe"
412,9810," undifferentiated goods-producing activities of private households for own use This class includes the undifferenciated subsistence goods-producing activities of households, that is the activities of households, that are engaged in a variety of activities that produce goods for their own subsistence. These activities include hunting and gathering, farming, the production of shelter and clothing and other goods produced by the household for its own subsistence. In application, if households are also engaged in the production of marketed goods, they are classified to the appropriate goods-producing industry of NIC. If they are principally engaged in a specific goods-producing subsistence activity, they are classified to the appropriate goods-producing industry of NIC Undifferentiated goods-producing activities of private households for own use"
